,OID_,cells,x,y,MeanProb,COMID,geometry,
291,291,25492,460389.9246,3720769.804,0.120617938,20348321,c(460389.924600074, 3720769.80350754)
292,292,25495,460989.9246,3720769.804,0.15760424,20348329,c(460989.924600074, 3720769.80350754)
293,293,25496,461189.9246,3720769.804,0.154094591,20348329,c(461189.924600074, 3720769.80350754)
294,294,25569,475789.9246,3720769.804,0.318948105,22547061,c(475789.924600074, 3720769.80350754)
295,295,25570,475989.9246,3720769.804,0.261933807,22547061,c(475989.924600074, 3720769.80350754)
296,296,25571,476189.9246,3720769.804,0.16920308,22547061,c(476189.924600074, 3720769.80350754)
297,297,25572,476389.9246,3720769.804,0.163293671,22547061,c(476389.924600074, 3720769.80350754)
298,298,25573,476589.9246,3720769.804,0.175342466,22547061,c(476589.924600074, 3720769.80350754)
299,299,25575,476989.9246,3720769.804,0.206659334,22547061,c(476989.924600074, 3720769.80350754)
300,300,25576,477189.9246,3720769.804,0.149655034,22547061,c(477189.924600074, 3720769.80350754)
301,301,25627,487389.9246,3720769.804,0.250164984,22545181,c(487389.924600074, 3720769.80350754)
302,302,25628,487589.9246,3720769.804,0.259974003,22545181,c(487589.924600074, 3720769.80350754)
303,303,25661,494189.9246,3720769.804,0.32089791,22545153,c(494189.924600074, 3720769.80350754)
304,304,25662,494389.9246,3720769.804,0.322767723,22545153,c(494389.924600074, 3720769.80350754)
305,305,25663,494589.9246,3720769.804,0.284951505,22545153,c(494589.924600074, 3720769.80350754)
306,306,25664,494789.9246,3720769.804,0.273322668,22545153,c(494789.924600074, 3720769.80350754)
307,307,25680,497989.9246,3720769.804,0.289061094,22545175,c(497989.924600074, 3720769.80350754)
308,308,26054,435989.9246,3720569.804,0.246965303,20350507,c(435989.924600074, 3720569.80350754)
309,309,26055,436189.9246,3720569.804,0.24009599,20350507,c(436189.924600074, 3720569.80350754)
310,310,26084,441989.9246,3720569.804,0.467533247,20348307,c(441989.924600074, 3720569.80350754)
311,311,26085,442189.9246,3720569.804,0.531886811,20348307,c(442189.924600074, 3720569.80350754)
312,312,26093,443789.9246,3720569.804,0.070322968,20348363,c(443789.924600074, 3720569.80350754)
313,313,26094,443989.9246,3720569.804,0.066293371,20348363,c(443989.924600074, 3720569.80350754)
314,314,26115,448189.9246,3720569.804,0.406449355,20348309,c(448189.924600074, 3720569.80350754)
315,315,26116,448389.9246,3720569.804,0.190650935,20348297,c(448389.924600074, 3720569.80350754)
316,316,26117,448589.9246,3720569.804,0.217728227,20348297,c(448589.924600074, 3720569.80350754)
317,317,26118,448789.9246,3720569.804,0.213688631,20348297,c(448789.924600074, 3720569.80350754)
318,318,26119,448989.9246,3720569.804,0.308669133,20348297,c(448989.924600074, 3720569.80350754)
319,319,26137,452589.9246,3720569.804,0.272482752,20348351,c(452589.924600074, 3720569.80350754)
320,320,26138,452789.9246,3720569.804,0.21409859,20348351,c(452789.924600074, 3720569.80350754)
321,321,26163,457789.9246,3720569.804,0.060373963,20348385,c(457789.924600074, 3720569.80350754)
322,322,26164,457989.9246,3720569.804,0.117318268,20348385,c(457989.924600074, 3720569.80350754)
323,323,26175,460189.9246,3720569.804,0.118608139,20348321,c(460189.924600074, 3720569.80350754)
324,324,26176,460389.9246,3720569.804,0.065733427,20348321,c(460389.924600074, 3720569.80350754)
325,325,26178,460789.9246,3720569.804,0.112758724,20348329,c(460789.924600074, 3720569.80350754)
326,326,26179,460989.9246,3720569.804,0.105069493,20348329,c(460989.924600074, 3720569.80350754)
327,327,26251,475389.9246,3720569.804,0.23139686,22547061,c(475389.924600074, 3720569.80350754)
328,328,26252,475589.9246,3720569.804,0.326237376,22547061,c(475589.924600074, 3720569.80350754)
329,329,26253,475789.9246,3720569.804,0.345725427,22547061,c(475789.924600074, 3720569.80350754)
330,330,26257,476589.9246,3720569.804,0.176652335,22547061,c(476589.924600074, 3720569.80350754)
331,331,26258,476789.9246,3720569.804,0.176692331,22547061,c(476789.924600074, 3720569.80350754)
332,332,26259,476989.9246,3720569.804,0.177122288,22547061,c(476989.924600074, 3720569.80350754)
333,333,26310,487189.9246,3720569.804,0.272442756,22545181,c(487189.924600074, 3720569.80350754)
334,334,26311,487389.9246,3720569.804,0.264433557,22545181,c(487389.924600074, 3720569.80350754)
335,335,26341,493389.9246,3720569.804,0.241435856,948070488,c(493389.924600074, 3720569.80350754)
336,336,26342,493589.9246,3720569.804,0.295220478,948070488,c(493589.924600074, 3720569.80350754)
337,337,26344,493989.9246,3720569.804,0.274692531,948070488,c(493989.924600074, 3720569.80350754)
338,338,26345,494189.9246,3720569.804,0.207789221,948070488,c(494189.924600074, 3720569.80350754)
339,339,26364,497989.9246,3720569.804,0.20569943,22545175,c(497989.924600074, 3720569.80350754)
340,340,26365,498189.9246,3720569.804,0.218778122,22545175,c(498189.924600074, 3720569.80350754)
341,341,26738,435989.9246,3720369.804,0.189721028,20350507,c(435989.924600074, 3720369.80350754)
342,342,26769,442189.9246,3720369.804,0.607169283,20348307,c(442189.924600074, 3720369.80350754)
343,343,26776,443589.9246,3720369.804,0.094290571,20348363,c(443589.924600074, 3720369.80350754)
344,344,26777,443789.9246,3720369.804,0.135086491,20348363,c(443789.924600074, 3720369.80350754)
345,345,26798,447989.9246,3720369.804,0.446215378,20348309,c(447989.924600074, 3720369.80350754)
346,346,26799,448189.9246,3720369.804,0.213248675,20348309,c(448189.924600074, 3720369.80350754)
347,347,26821,452589.9246,3720369.804,0.224067593,20348351,c(452589.924600074, 3720369.80350754)
348,348,26847,457789.9246,3720369.804,0.140445955,20348385,c(457789.924600074, 3720369.80350754)
349,349,26858,459989.9246,3720369.804,0.142725727,20348321,c(459989.924600074, 3720369.80350754)
350,350,26859,460189.9246,3720369.804,0.108259174,20348321,c(460189.924600074, 3720369.80350754)
351,351,26861,460589.9246,3720369.804,0.11119888,20348329,c(460589.924600074, 3720369.80350754)
352,352,26862,460789.9246,3720369.804,0.088551145,20348329,c(460789.924600074, 3720369.80350754)
353,353,26934,475189.9246,3720369.804,0.344385561,22547061,c(475189.924600074, 3720369.80350754)
354,354,26935,475389.9246,3720369.804,0.312848715,22547061,c(475389.924600074, 3720369.80350754)
355,355,26994,487189.9246,3720369.804,0.253674633,22545181,c(487189.924600074, 3720369.80350754)
356,356,27025,493389.9246,3720369.804,0.239436056,948070488,c(493389.924600074, 3720369.80350754)
357,357,27026,493589.9246,3720369.804,0.271822818,948070488,c(493589.924600074, 3720369.80350754)
358,358,27027,493789.9246,3720369.804,0.230886911,948070488,c(493789.924600074, 3720369.80350754)
359,359,27028,493989.9246,3720369.804,0.292140786,948070488,c(493989.924600074, 3720369.80350754)
360,360,27049,498189.9246,3720369.804,0.194780522,22545175,c(498189.924600074, 3720369.80350754)
361,361,27421,435789.9246,3720169.804,0.228877112,20350507,c(435789.924600074, 3720169.80350754)
362,362,27422,435989.9246,3720169.804,0.210238976,20350507,c(435989.924600074, 3720169.80350754)
363,363,27452,441989.9246,3720169.804,0.710048995,20348307,c(441989.924600074, 3720169.80350754)
364,364,27453,442189.9246,3720169.804,0.578332167,20348307,c(442189.924600074, 3720169.80350754)
365,365,27460,443589.9246,3720169.804,0.080881912,20348363,c(443589.924600074, 3720169.80350754)
366,366,27481,447789.9246,3720169.804,0.213168683,20348309,c(447789.924600074, 3720169.80350754)
367,367,27482,447989.9246,3720169.804,0.412428757,20348309,c(447989.924600074, 3720169.80350754)
368,368,27505,452589.9246,3720169.804,0.243375662,20348351,c(452589.924600074, 3720169.80350754)
369,369,27506,452789.9246,3720169.804,0.196780322,20348351,c(452789.924600074, 3720169.80350754)
370,370,27531,457789.9246,3720169.804,0.09240076,20348385,c(457789.924600074, 3720169.80350754)
371,371,27542,459989.9246,3720169.804,0.146075392,20348321,c(459989.924600074, 3720169.80350754)
372,372,27543,460189.9246,3720169.804,0.125647435,20348321,c(460189.924600074, 3720169.80350754)
373,373,27545,460589.9246,3720169.804,0.103489651,20348329,c(460589.924600074, 3720169.80350754)
374,374,27617,474989.9246,3720169.804,0.313808619,22547061,c(474989.924600074, 3720169.80350754)
375,375,27618,475189.9246,3720169.804,0.315178482,22547061,c(475189.924600074, 3720169.80350754)
376,376,27678,487189.9246,3720169.804,0.221447855,22545181,c(487189.924600074, 3720169.80350754)
377,377,27697,490989.9246,3720169.804,0.22729727,948070490,c(490989.924600074, 3720169.80350754)
378,378,27708,493189.9246,3720169.804,0.240785921,948070488,c(493189.924600074, 3720169.80350754)
379,379,27709,493389.9246,3720169.804,0.237166283,948070488,c(493389.924600074, 3720169.80350754)
380,380,27733,498189.9246,3720169.804,0.258254175,22545175,c(498189.924600074, 3720169.80350754)
381,381,28104,435589.9246,3719969.804,0.216258374,20350507,c(435589.924600074, 3719969.80350754)
382,382,28105,435789.9246,3719969.804,0.20959904,20350507,c(435789.924600074, 3719969.80350754)
383,383,28125,439789.9246,3719969.804,0.230436956,20348373,c(439789.924600074, 3719969.80350754)
384,384,28136,441989.9246,3719969.804,0.561833817,20348413,c(441989.924600074, 3719969.80350754)
385,385,28143,443389.9246,3719969.804,0.070842916,20348363,c(443389.924600074, 3719969.80350754)
386,386,28144,443589.9246,3719969.804,0.126857314,20348363,c(443589.924600074, 3719969.80350754)
387,387,28165,447789.9246,3719969.804,0.434666533,20348395,c(447789.924600074, 3719969.80350754)
388,388,28190,452789.9246,3719969.804,0.253844616,20348351,c(452789.924600074, 3719969.80350754)
389,389,28215,457789.9246,3719969.804,0.115378462,20348385,c(457789.924600074, 3719969.80350754)
390,390,28226,459989.9246,3719969.804,0.390480952,20348335,c(459989.924600074, 3719969.80350754)
391,391,28227,460189.9246,3719969.804,0.14909509,20348321,c(460189.924600074, 3719969.80350754)
392,392,28229,460589.9246,3719969.804,0.086381362,20348329,c(460589.924600074, 3719969.80350754)
393,393,28301,474989.9246,3719969.804,0.334086591,22547061,c(474989.924600074, 3719969.80350754)
394,394,28302,475189.9246,3719969.804,0.377662234,22547061,c(475189.924600074, 3719969.80350754)
395,395,28361,486989.9246,3719969.804,0.254994501,22545181,c(486989.924600074, 3719969.80350754)
396,396,28362,487189.9246,3719969.804,0.192860714,22545181,c(487189.924600074, 3719969.80350754)
397,397,28380,490789.9246,3719969.804,0.185161484,948070490,c(490789.924600074, 3719969.80350754)
398,398,28381,490989.9246,3719969.804,0.222927707,948070490,c(490989.924600074, 3719969.80350754)
399,399,28382,491189.9246,3719969.804,0.21909809,948070490,c(491189.924600074, 3719969.80350754)
400,400,28383,491389.9246,3719969.804,0.219738026,948070490,c(491389.924600074, 3719969.80350754)
401,401,28384,491589.9246,3719969.804,0.185431457,948070490,c(491589.924600074, 3719969.80350754)
402,402,28385,491789.9246,3719969.804,0.223337666,948070243,c(491789.924600074, 3719969.80350754)
403,403,28392,493189.9246,3719969.804,0.267023298,948070488,c(493189.924600074, 3719969.80350754)
404,404,28416,497989.9246,3719969.804,0.207009299,22545175,c(497989.924600074, 3719969.80350754)
405,405,28417,498189.9246,3719969.804,0.239506049,22545175,c(498189.924600074, 3719969.80350754)
406,406,28788,435589.9246,3719769.804,0.235216478,20350507,c(435589.924600074, 3719769.80350754)
407,407,28809,439789.9246,3719769.804,0.208449155,20348373,c(439789.924600074, 3719769.80350754)
408,408,28820,441989.9246,3719769.804,0.43779622,20348413,c(441989.924600074, 3719769.80350754)
409,409,28826,443189.9246,3719769.804,0.075812419,20348363,c(443189.924600074, 3719769.80350754)
410,410,28827,443389.9246,3719769.804,0.104239576,20348363,c(443389.924600074, 3719769.80350754)
411,411,28849,447789.9246,3719769.804,0.424257574,20348395,c(447789.924600074, 3719769.80350754)
412,412,28861,450189.9246,3719769.804,0.36170383,20348375,c(450189.924600074, 3719769.80350754)
413,413,28862,450389.9246,3719769.804,0.295470453,20348375,c(450389.924600074, 3719769.80350754)
414,414,28874,452789.9246,3719769.804,0.215648435,20348351,c(452789.924600074, 3719769.80350754)
415,415,28899,457789.9246,3719769.804,0.112048795,20348385,c(457789.924600074, 3719769.80350754)
416,416,28910,459989.9246,3719769.804,0.322477752,20348335,c(459989.924600074, 3719769.80350754)
417,417,28911,460189.9246,3719769.804,0.135526447,20348331,c(460189.924600074, 3719769.80350754)
418,418,28912,460389.9246,3719769.804,0.124317568,20348331,c(460389.924600074, 3719769.80350754)
419,419,28913,460589.9246,3719769.804,0.059744026,20348329,c(460589.924600074, 3719769.80350754)
420,420,28986,475189.9246,3719769.804,0.353354665,22547061,c(475189.924600074, 3719769.80350754)
421,421,29044,486789.9246,3719769.804,0.202909709,22545181,c(486789.924600074, 3719769.80350754)
422,422,29045,486989.9246,3719769.804,0.257224278,22545181,c(486989.924600074, 3719769.80350754)
423,423,29063,490589.9246,3719769.804,0.186131387,948070490,c(490589.924600074, 3719769.80350754)
424,424,29064,490789.9246,3719769.804,0.194860514,948070490,c(490789.924600074, 3719769.80350754)
425,425,29069,491789.9246,3719769.804,0.223767623,948070243,c(491789.924600074, 3719769.80350754)
426,426,29070,491989.9246,3719769.804,0.258024198,948070243,c(491989.924600074, 3719769.80350754)
427,427,29071,492189.9246,3719769.804,0.212048795,948070243,c(492189.924600074, 3719769.80350754)
428,428,29072,492389.9246,3719769.804,0.205149485,948070243,c(492389.924600074, 3719769.80350754)
429,429,29073,492589.9246,3719769.804,0.185681432,948070243,c(492589.924600074, 3719769.80350754)
430,430,29074,492789.9246,3719769.804,0.208519148,948070243,c(492789.924600074, 3719769.80350754)
431,431,29075,492989.9246,3719769.804,0.214278572,948070243,c(492989.924600074, 3719769.80350754)
432,432,29076,493189.9246,3719769.804,0.247235276,22545217,c(493189.924600074, 3719769.80350754)
433,433,29099,497789.9246,3719769.804,0.17070293,22545223,c(497789.924600074, 3719769.80350754)
434,434,29100,497989.9246,3719769.804,0.196440356,22545175,c(497989.924600074, 3719769.80350754)
435,435,29471,435389.9246,3719569.804,0.085821418,20350507,c(435389.924600074, 3719569.80350754)
436,436,29472,435589.9246,3719569.804,0.230776922,20350507,c(435589.924600074, 3719569.80350754)
437,437,29492,439589.9246,3719569.804,0.234266573,20348373,c(439589.924600074, 3719569.80350754)
438,438,29493,439789.9246,3719569.804,0.229407059,20348373,c(439789.924600074, 3719569.80350754)
439,439,29504,441989.9246,3719569.804,0.479172083,20348413,c(441989.924600074, 3719569.80350754)
440,440,29509,442989.9246,3719569.804,0.079712029,20348363,c(442989.924600074, 3719569.80350754)
441,441,29510,443189.9246,3719569.804,0.140855914,20348363,c(443189.924600074, 3719569.80350754)
442,442,29533,447789.9246,3719569.804,0.167253275,20348395,c(447789.924600074, 3719569.80350754)
443,443,29545,450189.9246,3719569.804,0.345845415,20348375,c(450189.924600074, 3719569.80350754)
444,444,29558,452789.9246,3719569.804,0.27380262,20348351,c(452789.924600074, 3719569.80350754)
445,445,29583,457789.9246,3719569.804,0.120887911,20348385,c(457789.924600074, 3719569.80350754)
446,446,29592,459589.9246,3719569.804,0.61719828,20348335,c(459589.924600074, 3719569.80350754)
447,447,29593,459789.9246,3719569.804,0.326657334,20348335,c(459789.924600074, 3719569.80350754)
448,448,29594,459989.9246,3719569.804,0.25180482,20348335,c(459989.924600074, 3719569.80350754)
449,449,29669,474989.9246,3719569.804,0.337856214,22547061,c(474989.924600074, 3719569.80350754)
450,450,29670,475189.9246,3719569.804,0.362473753,22547061,c(475189.924600074, 3719569.80350754)
451,451,29729,486989.9246,3719569.804,0.215088491,22545227,c(486989.924600074, 3719569.80350754)
452,452,29746,490389.9246,3719569.804,0.228747125,948070490,c(490389.924600074, 3719569.80350754)
453,453,29747,490589.9246,3719569.804,0.196830317,948070490,c(490589.924600074, 3719569.80350754)
454,454,29757,492589.9246,3719569.804,0.193020698,948070243,c(492589.924600074, 3719569.80350754)
455,455,29758,492789.9246,3719569.804,0.226817318,948070243,c(492789.924600074, 3719569.80350754)
456,456,29759,492989.9246,3719569.804,0.254494551,22545217,c(492989.924600074, 3719569.80350754)
457,457,29760,493189.9246,3719569.804,0.258384162,22545217,c(493189.924600074, 3719569.80350754)
458,458,29783,497789.9246,3719569.804,0.160313969,22545223,c(497789.924600074, 3719569.80350754)
459,459,29784,497989.9246,3719569.804,0.195790421,22545223,c(497989.924600074, 3719569.80350754)
460,460,29873,515789.9246,3719569.804,0.459824018,22548085,c(515789.924600074, 3719569.80350754)
461,461,30155,435389.9246,3719369.804,0.143675632,20350507,c(435389.924600074, 3719369.80350754)
462,462,30156,435589.9246,3719369.804,0.253174683,20350507,c(435589.924600074, 3719369.80350754)
463,463,30176,439589.9246,3719369.804,0.227657234,20348373,c(439589.924600074, 3719369.80350754)
464,464,30187,441789.9246,3719369.804,0.581811819,20348413,c(441789.924600074, 3719369.80350754)
465,465,30188,441989.9246,3719369.804,0.458814119,20348413,c(441989.924600074, 3719369.80350754)
466,466,30193,442989.9246,3719369.804,0.404809519,20348363,c(442989.924600074, 3719369.80350754)
467,467,30217,447789.9246,3719369.804,0.357914209,20348395,c(447789.924600074, 3719369.80350754)
